Date,Time
2005-03-26,5.48555555
2005-03-27,17.085
2005-03-28,1.65333333
2005-06-04,7.00833333
2005-06-07,8.59722222
2005-06-10,4.93888888
2005-06-11,0.35861111
2005-06-12,4.48194444
2005-08-05,7.34777777
2005-08-13,4.30361111
2005-08-14,2.57722222
2005-09-20,0.28472222
2005-10-24,2.1225
2005-10-25,8.22833333
2005-11-08,0.34666666
2005-12-30,2.39361111
2005-12-31,3.79333333
2006-01-02,7.04305555
2006-04-30,12.0563888
2006-05-24,3.86694444
2006-05-27,10.0588888
2006-06-03,4.14944444
2006-06-04,3.99527777
2006-06-16,6.59527777
2006-06-17,4.85444444
2006-06-24,2.06166666
2006-06-25,2.08111111
2006-07-15,3.38138888
2006-07-16,0.71916666
2006-08-03,0.15888888
2006-09-16,4.01388888
2006-12-10,3.02111111
2006-12-11,14.1725
2006-12-28,9.12388888
2007-01-24,7.355
2007-01-31,7.30666666
2007-02-01,7.43861111
2007-03-14,7.30388888
2007-03-15,2.29666666
2007-07-05,0.66583333
2007-08-06,0.3525
2007-08-07,4.28222222
2007-10-28,6.24305555
2007-11-03,7.23
2007-11-04,14.7352777
2007-11-19,5.73111111
2008-02-10,1.14611111
2008-02-11,0.39
2008-02-14,5.05916666
2008-03-21,6.4925
2008-04-06,8.50555555
2008-04-07,8.73805555
2008-04-10,5.5025
2008-04-12,1.67305555
2008-04-13,6.51833333
2008-04-14,8.17194444
2008-04-29,0.2325
2008-04-30,5.45972222
2008-05-15,0.99083333
2008-05-24,4.72777777
2008-05-25,1.76111111
2008-06-16,7.265
2008-06-28,6.3825
2008-07-10,0.00083333
2008-07-15,6.49527777
2009-01-26,1.96972222
2009-02-26,0.0275
2009-02-27,0.52777777
2009-02-28,1.78361111
2009-03-01,0.1175
2009-05-20,0.43055555
2009-07-12,0.14027777
2009-07-13,0.36138888
2009-08-09,1.83111111
2009-08-12,0.17305555
2009-08-13,0.64722222
2009-08-15,0.66388888
2009-08-20,0.505
2009-08-22,0.52527777
2009-08-23,1.4775
2009-08-24,0.67972222
2009-08-27,0.00916666
2009-08-30,2.46
2010-05-18,0.79027777
2011-05-09,0.10972222
2011-08-18,0.09138888
2011-08-19,0.20944444
2011-11-01,0.7925
2011-11-08,3.16166666
2011-11-10,2.81861111
2011-11-11,2.66083333
2011-11-12,2.6225
2012-07-02,0.74472222
2012-07-03,0.81611111
2012-07-04,1.04944444
2012-08-05,2.49888888
2012-08-06,6.13333333
2012-08-23,0.11194444
2012-09-05,0.05277777
2012-09-14,1.15277777
2012-09-15,2.10111111
2012-09-16,2.80944444
2012-10-03,0.12944444
2013-02-18,4.24527777
2013-02-19,5.33555555
2013-04-26,2.61833333
2013-05-02,0.10777777
2013-05-05,1.69194444
2013-08-04,0.30361111
2013-08-05,2.18027777
2013-08-23,1.76583333
2013-11-04,0.17027777
2013-11-05,5.61111111
2013-11-23,0.96361111
2013-11-24,4.20972222
2013-11-25,3.47972222
2013-12-05,0.18722222
