Date,Time
2003-12-23,5.59388888
2003-12-24,5.70972222
2004-01-01,0.00333333
2004-06-06,5.56666666
2004-07-10,5.79277777
2004-07-11,6.48638888
2004-07-12,0.69444444
2004-07-13,2.39722222
2004-07-16,7.56888888
2004-07-17,0.38111111
2004-07-18,6.24583333
2004-07-19,6.32416666
2004-07-20,6.48666666
2004-07-25,0.06583333
2004-08-09,6.06222222
2004-08-11,1.08611111
2004-08-14,1.22166666
2004-08-15,0.35416666
2004-08-23,2.45027777
2004-08-24,3.82527777
2004-08-26,3.74027777
2004-08-27,3.94972222
2004-08-29,8.5425
2004-08-30,5.155
2004-09-09,0.11166666
2004-09-10,8.30527777
2004-09-11,9.21666666
2004-09-12,3.17194444
2004-12-23,0.24277777
2005-03-05,7.81833333
2005-03-09,0.02083333
2005-03-29,0.2325
2005-04-29,4.56111111
2005-05-02,2.71111111
2005-05-03,6.53055555
2005-05-05,2.75444444
2005-05-06,5.27055555
2005-05-09,4.75444444
2005-05-10,0.235
2005-06-19,1.42916666
2005-06-20,3.77416666
2005-06-27,0.00555555
2005-07-16,18.5738888
2005-07-17,3.86194444
2005-07-26,0.04
2005-07-28,2.88972222
2005-07-29,2.96416666
2005-09-03,5.95361111
2005-09-06,5.37111111
2005-09-08,6.19861111
2005-09-15,5.27666666
2005-09-16,5.21388888
2005-10-15,0.09944444
2005-11-04,1.275
2005-11-05,0.0575
2005-11-06,1.18944444
2005-11-07,0.0575
2005-11-11,0.0575
2005-11-13,0.0575
2005-11-28,0.0775
2005-12-05,0.0575
2005-12-21,0.0575
2005-12-23,0.0575
2005-12-26,0.05638888
2006-01-03,0.0575
2006-01-05,0.0575
2006-01-11,0.075
2006-01-18,0.05805555
2006-01-19,0.0575
2006-01-21,0.0575
2006-01-22,0.06527777
2006-01-23,0.06055555
2006-01-25,0.0575
2006-02-03,0.0575
2006-03-01,0.0975
2006-03-16,0.0575
2006-03-20,0.0575
2006-03-25,0.0575
2006-04-05,0.05861111
2006-04-07,0.0575
2006-04-18,0.0575
2006-05-02,0.01916666
2006-05-10,0.0575
2006-06-10,0.0575
2006-07-20,0.16638888
2006-08-09,0.05638888
2006-09-02,0.05638888
2006-09-23,0.05638888
2006-10-07,0.05638888
2006-11-18,0.11222222
2006-11-19,0.22388888
2006-11-27,0.05555555
2006-12-04,0.11277777
2006-12-24,0.05638888
2007-01-10,0.15805555
2007-01-13,0.05638888
2007-01-14,0.05694444
2007-01-20,0.0575
2007-02-22,0.05694444
2007-03-10,0.05694444
2007-04-11,0.05638888
2007-12-03,0.06083333
2008-03-31,0.03916666
2008-05-13,0.11166666
2008-06-09,0.03888888
2008-06-14,0.03888888
2008-09-12,0.03888888
2008-10-20,0.05694444
2008-11-02,0.03888888
2008-11-30,0.03944444
2008-12-28,0.05888888
2009-01-02,0.03916666
2009-01-05,0.03944444
2009-02-08,0.04055555
2009-02-11,0.03888888
2009-02-13,0.03888888
2009-05-06,0.03888888
2009-05-09,0.03888888
2009-05-20,0.03972222
2009-06-14,0.05694444
2009-09-04,3.14833333
2009-10-04,8.49555555
2009-10-05,2.29416666
2009-10-06,6.08388888
2009-10-07,0.15666666
2009-10-13,8.99333333
2009-10-15,12.0183333
2009-10-19,1.9275
2009-10-29,1.20694444
2009-10-30,8.18333333
2009-10-31,1.45611111
2009-11-01,8.64083333
2009-11-02,3.26638888
2009-11-06,1.52361111
2009-11-07,4.30722222
2009-11-08,1.02027777
2009-11-09,14.0819444
2009-11-10,5.60833333
2009-11-11,4.1425
2009-11-12,0.39444444
2009-11-15,3.41388888
2009-11-21,1.11222222
2009-11-22,1.20972222
2009-11-23,1.02694444
2009-11-24,6.28833333
2009-11-25,5.18444444
2009-12-05,5.90555555
2009-12-06,7.74055555
2009-12-07,10.7525
2009-12-10,4.17
2009-12-14,4.5
2009-12-15,3.98666666
2009-12-16,0.77222222
2009-12-20,4.36722222
2009-12-21,3.41333333
2009-12-22,6.15222222
2009-12-23,3.08
2010-01-02,13.5613888
2010-01-03,4.74166666
2010-01-08,2.52111111
2010-01-12,4.37694444
2010-01-16,2.94083333
2010-01-31,6.52611111
2010-02-01,1.32833333
2010-02-07,3.56666666
2010-02-11,0.085
2010-02-24,1.765
2010-02-25,1.75
